Token,Uid,Link
redandblack,15587639,https://twitter.com/redandblack
newsharonsun,125422305,https://twitter.com/newsharonsun
WCMonitor,1249297748,https://twitter.com/WCMonitor
BarrowCntyNews,27677289,https://twitter.com/BarrowCntyNews
TamaToledoNews,58870935,https://twitter.com/TamaToledoNews
hamptonchron,78674598,https://twitter.com/hamptonchron
GwinnettDaily,31123165,https://twitter.com/GwinnettDaily
romenewstribune,21315772,https://twitter.com/romenewstribune
dailydem,28990883,https://twitter.com/dailydem
PellaChronicle,370709139,https://twitter.com/PellaChronicle
emanuelcolive,2821961510,https://twitter.com/emanuelcolive
FreemanJournal,58525782,https://twitter.com/FreemanJournal
IdaCoCourier,3329216232,https://twitter.com/IdaCoCourier
MidIowaEnterpri,1109441546,https://twitter.com/MidIowaEnterpri
ElkhartTruth,20267772,https://twitter.com/ElkhartTruth
TimesCitizen,1688480862,https://twitter.com/TimesCitizen
KaLeoOHawaii,132279035,https://twitter.com/KaLeoOHawaii
WWNewsReporter,1513355263,https://twitter.com/WWNewsReporter
KanawhaReporter,1247228114,https://twitter.com/KanawhaReporter
TheSvilleNews,21588008,https://twitter.com/TheSvilleNews
scj,12663042,https://twitter.com/scj
EHStar,17947097,https://twitter.com/EHStar
TheDePaulia,185038486,https://twitter.com/TheDePaulia
Doings_Hinsdale,16659634,https://twitter.com/Doings_Hinsdale
RockRiverTimes,50664589,https://twitter.com/RockRiverTimes
Evanston_Review,755747971,https://twitter.com/Evanston_Review
RBLandmark,293129700,https://twitter.com/RBLandmark
theScoutnews,45545345,https://twitter.com/theScoutnews
SavannahNow,9164672,https://twitter.com/SavannahNow
TheHawkEye,15085181,https://twitter.com/TheHawkEye
dailymtneagle,2515368705,https://twitter.com/dailymtneagle
ValleyPlanet,29212669,https://twitter.com/ValleyPlanet
AnnistonStar,14923012,https://twitter.com/AnnistonStar
themidwesteagle,3127972377,https://twitter.com/themidwesteagle
gadsdentimes,15751559,https://twitter.com/gadsdentimes
ALcomHuntsville,19082650,https://twitter.com/ALcomHuntsville
decaturdaily,17455392,https://twitter.com/decaturdaily
dothaneagle,16313096,https://twitter.com/dothaneagle
TimesDaily,80747858,https://twitter.com/TimesDaily
NorthJeffNews,22953160,https://twitter.com/NorthJeffNews
southeastsun,27102881,https://twitter.com/southeastsun
fptimesjournal,143282576,https://twitter.com/fptimesjournal
gad_messenger,2928418037,https://twitter.com/gad_messenger
brewtonstandard,26827311,https://twitter.com/brewtonstandard
lowndes_signal,168725662,https://twitter.com/lowndes_signal
ledgernews,27217872,https://twitter.com/ledgernews
shelbycreporter,19344457,https://twitter.com/shelbycreporter
eufaulatribnews,27218902,https://twitter.com/eufaulatribnews
tnl_updates,46253974,https://twitter.com/tnl_updates
kdkmirror,4766136326,https://twitter.com/kdkmirror
newsminer,16555200,https://twitter.com/newsminer
newscourier,28156328,https://twitter.com/newscourier
sitkasentinel,69108694,https://twitter.com/sitkasentinel
AKBusinessMonth,42961791,https://twitter.com/AKBusinessMonth
JuneauEmpire,24755505,https://twitter.com/JuneauEmpire
SeldoviaCom,936277356,https://twitter.com/SeldoviaCom
smrnews,17827429,https://twitter.com/smrnews
capweekly,30896285,https://twitter.com/capweekly
AlaskaMagazine,34752115,https://twitter.com/AlaskaMagazine
TheAUPlainsman,372467453,https://twitter.com/TheAUPlainsman
alexcityoutlook,19350695,https://twitter.com/alexcityoutlook
pclarion,27984903,https://twitter.com/pclarion
mushingmagazine,4360794500,https://twitter.com/mushingmagazine
NBSunJournal,75010991,https://twitter.com/NBSunJournal
ArkansasWeekly,123577047,https://twitter.com/ArkansasWeekly
TimesRecord,24790910,https://twitter.com/TimesRecord
TroyMessenger,19349897,https://twitter.com/TroyMessenger
ArkansasBlog,17131180,https://twitter.com/ArkansasBlog
ArkBusiness,17288548,https://twitter.com/ArkBusiness
ALcomMobile,36406095,https://twitter.com/ALcomMobile
MGMAdvertiser,20477029,https://twitter.com/MGMAdvertiser
DailyHome,57720546,https://twitter.com/DailyHome
mcrecordonline,19714997,https://twitter.com/mcrecordonline
ABQJournal,14385076,https://twitter.com/ABQJournal
TweetHomeAla,52770481,https://twitter.com/TweetHomeAla
tuscaloosanews,18949107,https://twitter.com/tuscaloosanews
BryantDaily,185797061,https://twitter.com/BryantDaily
nwademgaz,30012029,https://twitter.com/nwademgaz
el_newstimes,3107934590,https://twitter.com/el_newstimes
harrisondaily,103091856,https://twitter.com/harrisondaily
tvilletimes,50711072,https://twitter.com/tvilletimes
theclarionpaper,463072144,https://twitter.com/theclarionpaper
LagniappeMobile,44515708,https://twitter.com/LagniappeMobile
CamdenArkNews,2307246518,https://twitter.com/CamdenArkNews
SalineCourier,188487177,https://twitter.com/SalineCourier
TheSenRec,264356119,https://twitter.com/TheSenRec
MoultonAdv,135638918,https://twitter.com/MoultonAdv
JSUNews,16211809,https://twitter.com/JSUNews
TheVanguardUSA,507746865,https://twitter.com/TheVanguardUSA
SiftingsHerald,728645114,https://twitter.com/SiftingsHerald
randolphleader,849522080,https://twitter.com/randolphleader
franklincotimes,42947713,https://twitter.com/franklincotimes
monroe360,23785422,https://twitter.com/monroe360
BoonevilleDemo,562332180,https://twitter.com/BoonevilleDemo
SelmaTimes,1229022492,https://twitter.com/SelmaTimes
Luverne_Journal,2907044625,https://twitter.com/Luverne_Journal
oanow,16744446,https://twitter.com/oanow
billingsgazette,21243049,https://twitter.com/billingsgazette
PaysonRoundup,66830461,https://twitter.com/PaysonRoundup
ChinoValleyNews,557350188,https://twitter.com/ChinoValleyNews
UAtrav,21917202,https://twitter.com/UAtrav
HolaARKANSAS,72151088,https://twitter.com/HolaARKANSAS
TheUALRForum,746026706,https://twitter.com/TheUALRForum
astateherald,69377936,https://twitter.com/astateherald
EveningTimesCC,468893003,https://twitter.com/EveningTimesCC
KingmanMiner,319302313,https://twitter.com/KingmanMiner
TXKGazette,201579242,https://twitter.com/TXKGazette
CVBugle,355720535,https://twitter.com/CVBugle
FloAZBlade,3137399497,https://twitter.com/FloAZBlade
azsilverbelt,961036903,https://twitter.com/azsilverbelt
lakepowellchron,595658763,https://twitter.com/lakepowellchron
WestValleyView,16562166,https://twitter.com/WestValleyView
EVTNow,14269985,https://twitter.com/EVTNow
havasunews,24289998,https://twitter.com/havasunews
VerdeNews,171282488,https://twitter.com/VerdeNews
GCanyonNews,1260248012,https://twitter.com/GCanyonNews
nogalesnews,18090164,https://twitter.com/nogalesnews
sonorannews,234111183,https://twitter.com/sonorannews
BHCBee,2840308857,https://twitter.com/BHCBee
LRFamily,22524086,https://twitter.com/LRFamily
thebrayonline,202321570,https://twitter.com/thebrayonline
Times_Dispatch,293616226,https://twitter.com/Times_Dispatch
LaPrensaLibreAR,334982677,https://twitter.com/LaPrensaLibreAR
UCAEcho,72892366,https://twitter.com/UCAEcho
PDailyPress,147711302,https://twitter.com/PDailyPress
LonokeDemocrat,479761414,https://twitter.com/LonokeDemocrat
MaumelleMonitor,466068083,https://twitter.com/MaumelleMonitor
pbcommercial,71590396,https://twitter.com/pbcommercial
Dailyrecord_AR,2546732444,https://twitter.com/Dailyrecord_AR
BBnewsroom,36105594,https://twitter.com/BBnewsroom
PVTrib,556388515,https://twitter.com/PVTrib
DDispatchNews,176481540,https://twitter.com/DDispatchNews
WranglerNews,18955124,https://twitter.com/WranglerNews
frontdoorsmedia,173880129,https://twitter.com/frontdoorsmedia
DenverCitizen,621150853,https://twitter.com/DenverCitizen
TheAZB,205379197,https://twitter.com/TheAZB
ncj_of_humboldt,22399210,https://twitter.com/ncj_of_humboldt
thepress_net,52449805,https://twitter.com/thepress_net
wickenburgsun,2841386975,https://twitter.com/wickenburgsun
Alameda_Sun,2168883326,https://twitter.com/Alameda_Sun
AuburnJournal,18345112,https://twitter.com/AuburnJournal
collegetimes,21443869,https://twitter.com/collegetimes
tucsonweekly,17435612,https://twitter.com/tucsonweekly
WMIcentral,151189229,https://twitter.com/WMIcentral
rickpricepga,1326297104,https://twitter.com/rickpricepga
peterdaynews,253278832,https://twitter.com/peterdaynews
madriverunion,3285019597,https://twitter.com/madriverunion
culturadoor,66593062,https://twitter.com/culturadoor
SedonaDotBiz,426646767,https://twitter.com/SedonaDotBiz
phxjnews,34776735,https://twitter.com/phxjnews
statepress,15925421,https://twitter.com/statepress
sedonanews,122561327,https://twitter.com/sedonanews
lavozofertas,224807697,https://twitter.com/lavozofertas
northvalley,24443344,https://twitter.com/northvalley
eacourier,17764197,https://twitter.com/eacourier
AmCanEagle,25120994,https://twitter.com/AmCanEagle
navajotimes,64484397,https://twitter.com/navajotimes
RecordGazette,1511805104,https://twitter.com/RecordGazette
theacornonline,1408894190,https://twitter.com/theacornonline
GatewayToSedona,981387054,https://twitter.com/GatewayToSedona
rangenews,73301751,https://twitter.com/rangenews
wickenburgazcom,54928770,https://twitter.com/wickenburgazcom
boyleheightsbt,304855409,https://twitter.com/boyleheightsbt
ArizonaTourism,7113852,https://twitter.com/ArizonaTourism
OCWeekly,19082263,https://twitter.com/OCWeekly
TheCambrian,34437253,https://twitter.com/TheCambrian
ChicoER,41171271,https://twitter.com/ChicoER
hmbreview,20562595,https://twitter.com/hmbreview
TimesAdvocate,2877462928,https://twitter.com/TimesAdvocate
escalontimes,19185497,https://twitter.com/escalontimes
FBAdvocateNews,289561465,https://twitter.com/FBAdvocateNews
TMEnews,72133803,https://twitter.com/TMEnews
MtechoWalt,632174792,https://twitter.com/MtechoWalt
fremontbulletin,295921548,https://twitter.com/fremontbulletin
HeraldNews1,1491304855,https://twitter.com/HeraldNews1
GilroyDispatch,46774667,https://twitter.com/GilroyDispatch
eurekaTS,124593629,https://twitter.com/eurekaTS
mpnewspaper,321602758,https://twitter.com/mpnewspaper
NewzTip,126068585,https://twitter.com/NewzTip
coastnewsgroup,41702929,https://twitter.com/coastnewsgroup
ChicoNR,353345474,https://twitter.com/ChicoNR
BurbankLeader,25375098,https://twitter.com/BurbankLeader
CULVERCITYOB,3165777451,https://twitter.com/CULVERCITYOB
InyoRegister,1472882329,https://twitter.com/InyoRegister
RecordBee,19680385,https://twitter.com/RecordBee
CoastalViewNews,747888432,https://twitter.com/CoastalViewNews
thetriplicate,44008059,https://twitter.com/thetriplicate
BBGrizzly,419808969,https://twitter.com/BBGrizzly
canyonnews90210,55184301,https://twitter.com/canyonnews90210
DanaPointTimes,19087287,https://twitter.com/DanaPointTimes
WeeklyCali,25123110,https://twitter.com/WeeklyCali
Courier91711,335617594,https://twitter.com/Courier91711
ColfaxRecord,56826069,https://twitter.com/ColfaxRecord
TheDailyPilot,40296036,https://twitter.com/TheDailyPilot
appealdemocrat,15637134,https://twitter.com/appealdemocrat
mountairynews,764169732,https://twitter.com/mountairynews
LAWeekly,17718497,https://twitter.com/LAWeekly
THR,17446621,https://twitter.com/THR
IBDeditorials,18513241,https://twitter.com/IBDeditorials
LongBeachPost,20496846,https://twitter.com/LongBeachPost
BeverlyPress,637388035,https://twitter.com/BeverlyPress
WestsideLAToday,2303885136,https://twitter.com/WestsideLAToday
lodinews,15984596,https://twitter.com/lodinews
lajollalight,60694159,https://twitter.com/lajollalight
RandomLengths,383114423,https://twitter.com/RandomLengths
AsianJournalCom,52126257,https://twitter.com/AsianJournalCom
impacto_usa,2563644096,https://twitter.com/impacto_usa
HighlandNews1,1490865258,https://twitter.com/HighlandNews1
ladailynews,5513142,https://twitter.com/ladailynews
JewishJournal,23102350,https://twitter.com/JewishJournal
kvsun,1120177008,https://twitter.com/kvsun
koreatimes,39565067,https://twitter.com/koreatimes
artwalk_news,214333242,https://twitter.com/artwalk_news
GrunionGazette,176509198,https://twitter.com/GrunionGazette
MadTrib,2293569877,https://twitter.com/MadTrib
TheMalibuTimes,121600219,https://twitter.com/TheMalibuTimes
thelasentinel,25536902,https://twitter.com/thelasentinel
egpnews,31072476,https://twitter.com/egpnews
LAWattsTimes,2351294292,https://twitter.com/LAWattsTimes
KingsburgRecdr,139825426,https://twitter.com/KingsburgRecdr
TheMountainNews,242569275,https://twitter.com/TheMountainNews
lagunabeachindy,56721145,https://twitter.com/lagunabeachindy
Jobs4Lawyers,393557217,https://twitter.com/Jobs4Lawyers
presstelegram,163633469,https://twitter.com/presstelegram
ValleySun,41429340,https://twitter.com/ValleySun
latc,25118278,https://twitter.com/latc
EasyReaderNews,87767356,https://twitter.com/EasyReaderNews
weekendbalita,624844033,https://twitter.com/weekendbalita
JulianNews,23222382,https://twitter.com/JulianNews
indytribune,19187765,https://twitter.com/indytribune
Pomeradonews,183422908,https://twitter.com/Pomeradonews
BreakingNews_RS,97622779,https://twitter.com/BreakingNews_RS
PVPeninsulaNews,362119079,https://twitter.com/PVPeninsulaNews
mattosnews,265021324,https://twitter.com/mattosnews
OaklandPostNews,253692401,https://twitter.com/OaklandPostNews
RamonaSentinel,338669725,https://twitter.com/RamonaSentinel
TriCountySentry,180857239,https://twitter.com/TriCountySentry
AlmanacNews,52069825,https://twitter.com/AlmanacNews
oakdaleleader,19185368,https://twitter.com/oakdaleleader
mcweekly,19172412,https://twitter.com/mcweekly
TheSierraStar,105311202,https://twitter.com/TheSierraStar
PointReyesLight,472472477,https://twitter.com/PointReyesLight
pasindependent,72981376,https://twitter.com/pasindependent
MontereyHerald,13134892,https://twitter.com/MontereyHerald
baydailynews,18865814,https://twitter.com/baydailynews
PetalumaArgus,18491147,https://twitter.com/PetalumaArgus
pasadenajournal,2616203114,https://twitter.com/pasadenajournal
morganhilltimes,48624862,https://twitter.com/morganhilltimes
mantecabulletin,17200433,https://twitter.com/mantecabulletin
marinij,14239496,https://twitter.com/marinij
plumasnews,75306293,https://twitter.com/plumasnews
ivdailybulletin,36739057,https://twitter.com/ivdailybulletin
PleasantonNews,46704239,https://twitter.com/PleasantonNews
MartinezGazette,130570423,https://twitter.com/MartinezGazette
OVN,33340027,https://twitter.com/OVN
NapaRegister,20558644,https://twitter.com/NapaRegister
Tolosapress,2332392240,https://twitter.com/Tolosapress
blackvoicenews,25184991,https://twitter.com/blackvoicenews
MarinscopeNews,186603420,https://twitter.com/MarinscopeNews
rsfreview,204581068,https://twitter.com/rsfreview
milpitaspost,106152317,https://twitter.com/milpitaspost
RedlandsNews,48791466,https://twitter.com/RedlandsNews
MendocinoBeacon,293792211,https://twitter.com/MendocinoBeacon
helenaironline,12568062,https://twitter.com/helenaironline
SanMateoTimes,210975338,https://twitter.com/SanMateoTimes
SDbusiness,24221330,https://twitter.com/SDbusiness
SLOTribune,13179562,https://twitter.com/SLOTribune
SFBusinessTimes,19560636,https://twitter.com/SFBusinessTimes
Sacbiz,23092822,https://twitter.com/Sacbiz
SFWeekly,18132494,https://twitter.com/SFWeekly
eBARnews,123351802,https://twitter.com/eBARnews
SantaMariaSun,24033318,https://twitter.com/SantaMariaSun
NewTimesSLO,24214013,https://twitter.com/NewTimesSLO
SacObserver,9311472,https://twitter.com/SacObserver
nichibei,64781137,https://twitter.com/nichibei
WGResident,613838639,https://twitter.com/WGResident
MissionVllyNews,2696731345,https://twitter.com/MissionVllyNews
SacGazette,69212542,https://twitter.com/SacGazette
salnews,24776576,https://twitter.com/salnews
sddowntownnews,262790137,https://twitter.com/sddowntownnews
LaPrensaSD,614854580,https://twitter.com/LaPrensaSD
GoodTimesSC,89037284,https://twitter.com/GoodTimesSC
WSNewsLedger,385641462,https://twitter.com/WSNewsLedger
smdailyjournal,44976030,https://twitter.com/smdailyjournal
scsentinel,7136152,https://twitter.com/scsentinel
SanMarinoTribun,1465457538,https://twitter.com/SanMarinoTribun
SacNewsReview,17926257,https://twitter.com/SacNewsReview
S_C_Times,745124494931439616,https://twitter.com/S_C_Times
sdreader,69702585,https://twitter.com/sdreader
elteco,54634130,https://twitter.com/elteco
sfchronicle,121597316,https://twitter.com/sfchronicle
SDCityBeat,15920055,https://twitter.com/SDCityBeat
Cal_Enterprise,1329655081,https://twitter.com/Cal_Enterprise
RRToday,28262222,https://twitter.com/RRToday
OhioFindItHere,26730532,https://twitter.com/OhioFindItHere
BritishWeekly,287327308,https://twitter.com/BritishWeekly
SonomaValleySun,39028324,https://twitter.com/SonomaValleySun
SGVTribune,19312573,https://twitter.com/SGVTribune
Courier_Tribune,111679404,https://twitter.com/Courier_Tribune
WintersExpress,48143346,https://twitter.com/WintersExpress
WhittierNews,19414861,https://twitter.com/WhittierNews
SanDiegoMag,28457505,https://twitter.com/SanDiegoMag
TahoeDailyTrib,29509437,https://twitter.com/TahoeDailyTrib
thearknewspaper,312415773,https://twitter.com/thearknewspaper
smdailypress,143109155,https://twitter.com/smdailypress
uniondemocrat,26532180,https://twitter.com/uniondemocrat
nbaybohemian,18691248,https://twitter.com/nbaybohemian
SelmaEnterprise,139821185,https://twitter.com/SelmaEnterprise
thedailytitan,46243682,https://twitter.com/thedailytitan
tahoedotcom,12800852,https://twitter.com/tahoedotcom
VC_Reporter,2447793618,https://twitter.com/VC_Reporter
caravannews,32914782,https://twitter.com/caravannews
tehachapinews,28196039,https://twitter.com/tehachapinews
vcstar,15292065,https://twitter.com/vcstar
thesunrunner,80193589,https://twitter.com/thesunrunner
CPMustangNews,16351704,https://twitter.com/CPMustangNews
theorion_news,15971215,https://twitter.com/theorion_news
daily49er,23570223,https://twitter.com/daily49er
ThePolyPost,20828218,https://twitter.com/ThePolyPost
Recordnet,14609072,https://twitter.com/Recordnet
turlockjournal,19185307,https://twitter.com/turlockjournal
MoorparkAcorn,200211973,https://twitter.com/MoorparkAcorn
Midwaydriller,1321258892,https://twitter.com/Midwaydriller
Messenger90290,357105223,https://twitter.com/Messenger90290
vtdnews,61045464,https://twitter.com/vtdnews
Docddd,599439716,https://twitter.com/Docddd
dailybreezeME,14471197,https://twitter.com/dailybreezeME
NorthBayNews,16458383,https://twitter.com/NorthBayNews
westernnews,21307882,https://twitter.com/westernnews
LaVozDeAnza,72676383,https://twitter.com/LaVozDeAnza
UCSF_Synapse,624983768,https://twitter.com/UCSF_Synapse
AspenDailyNews,228591530,https://twitter.com/AspenDailyNews
The_Cuestonian,472323244,https://twitter.com/The_Cuestonian
CSBizJournal,24004213,https://twitter.com/CSBizJournal
TalonMarks,25147932,https://twitter.com/TalonMarks
UCR_Athletics,15984115,https://twitter.com/UCR_Athletics
EastAuroraBee,3187455971,https://twitter.com/EastAuroraBee
rollcall,15922214,https://twitter.com/rollcall
dailycamera,14504258,https://twitter.com/dailycamera
uofsandiego,48073090,https://twitter.com/uofsandiego
AkronNewsReport,103097161,https://twitter.com/AkronNewsReport
TheDailyAztec,23522406,https://twitter.com/TheDailyAztec
CaliforniaAggie,21304166,https://twitter.com/CaliforniaAggie
berthoudrecordr,22489437,https://twitter.com/berthoudrecordr
TheAspenTimes,46177840,https://twitter.com/TheAspenTimes
coloradodaily,14522630,https://twitter.com/coloradodaily
dailytrojan,18652755,https://twitter.com/dailytrojan
boulderweekly,15948180,https://twitter.com/boulderweekly
bizwestmedia,18648358,https://twitter.com/bizwestmedia
SoprisSun,429502012,https://twitter.com/SoprisSun
UCBerkeleyNews,30275911,https://twitter.com/UCBerkeleyNews
csgazette,12837932,https://twitter.com/csgazette
BrlingtonRecord,103905894,https://twitter.com/BrlingtonRecord
ucsc,10772102,https://twitter.com/ucsc
UCSDGuardian,36594224,https://twitter.com/UCSDGuardian
PeppGraphic,48191052,https://twitter.com/PeppGraphic
saccityexpress,69674165,https://twitter.com/saccityexpress
LBCCVikingNews,47383110,https://twitter.com/LBCCVikingNews
TheStateHornet,17566659,https://twitter.com/TheStateHornet
LALoyolan,179815792,https://twitter.com/LALoyolan
thecampanil,15317770,https://twitter.com/thecampanil
cychron,57466640,https://twitter.com/cychron
TSLnews,26427495,https://twitter.com/TSLnews
TimesCall,20104506,https://twitter.com/TimesCall
TheJournalCO,540352897,https://twitter.com/TheJournalCO
SummitDailyNews,36978283,https://twitter.com/SummitDailyNews
LamarLedger,103056533,https://twitter.com/LamarLedger
FortMorganTimes,103914711,https://twitter.com/FortMorganTimes
LeadvilleHerald,370914933,https://twitter.com/LeadvilleHerald
27east,24181273,https://twitter.com/27east
ColoradoBizNet,47010452,https://twitter.com/ColoradoBizNet
The_JT_Breeze,1115008843,https://twitter.com/The_JT_Breeze
coloradoan,15691595,https://twitter.com/coloradoan
steamboatpilot,13100572,https://twitter.com/steamboatpilot
DUS_Tweets,70148142,https://twitter.com/DUS_Tweets
ChrisRotar,337441236,https://twitter.com/ChrisRotar
SP_Sentinel,1160775750,https://twitter.com/SP_Sentinel
LaJuntaTD,603059797,https://twitter.com/LaJuntaTD
JlsburgAdvocate,103921629,https://twitter.com/JlsburgAdvocate
ocplaindealer,466170799,https://twitter.com/ocplaindealer
montrosepress,24292383,https://twitter.com/montrosepress
FowlerTribune,137445528,https://twitter.com/FowlerTribune
VillagerDenver,115174689,https://twitter.com/VillagerDenver
DenverVOICE,494380280,https://twitter.com/DenverVOICE
DurangoHerald,16519670,https://twitter.com/DurangoHerald
SunshineXNews,153474633,https://twitter.com/SunshineXNews
SnowmassSun,615380245,https://twitter.com/SnowmassSun
HighTimberTimes,325781532,https://twitter.com/HighTimberTimes
DgoTelegraph,985723544,https://twitter.com/DgoTelegraph
GlenwoodPI,2496996247,https://twitter.com/GlenwoodPI
SterlingJA,102806255,https://twitter.com/SterlingJA
ColoStatesman,209138950,https://twitter.com/ColoStatesman
LaPrensadeCO,1375434439,https://twitter.com/LaPrensadeCO
northfortynews,285872649,https://twitter.com/northfortynews
BlueRidgeNow,18556537,https://twitter.com/BlueRidgeNow
TheTownTimes,462332278,https://twitter.com/TheTownTimes
TheNewtownBee,20512928,https://twitter.com/TheNewtownBee
Middletownpress,48388653,https://twitter.com/Middletownpress
DUClarion,22217634,https://twitter.com/DUClarion
CommercialRec,76753997,https://twitter.com/CommercialRec
TheMetOnline,87818432,https://twitter.com/TheMetOnline
